Crime_ID,FIR_Date,FIR_Time,State,District,Police_Station,Crime_Category,Crime_Subcategory,Severity,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Weapon_Used,Arrest_Status,Case_Status,Latitude,Longitude,Estimated_Loss_INR,Crime_Description
CR202300783,2023-07-21,22:09,Tamil Nadu,Coimbatore,Coimbatore Police Station,Kidnapping,Abduction,High,39,Male,32,Female,Knife,Arrested,Chargesheet Filed,17.9146,68.9052,9051,Abduction reported in Coimbatore.
CR202300784,2023-06-23,07:11,Rajasthan,Jaipur,Jaipur Police Station,Theft,Vehicle Theft,Low,19,Female,19,Female,Knife,Arrested,Chargesheet Filed,11.3,72.8397,416986,Vehicle Theft reported in Jaipur.
CR202300785,2025-05-22,09:28,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Theft,Vehicle Theft,High,46,Male,28,Male,Firearm,Not Arrested,Closed,22.9015,80.948,348457,Vehicle Theft reported in Thiruvananthapuram.
CR202300786,2025-08-13,13:10,Rajasthan,Jodhpur,Jodhpur Police Station,Robbery,Armed Robbery,Low,33,Female,62,Female,Knife,Not Arrested,Closed,33.5131,87.3882,462920,Armed Robbery reported in Jodhpur.
CR202300787,2022-10-19,14:34,Delhi,New Delhi,New Delhi Police Station,Murder,Homicide,Medium,61,Male,49,Male,Knife,Not Arrested,Closed,23.2414,81.8063,34949,Homicide reported in New Delhi.
CR202300788,2023-01-02,02:47,Maharashtra,Mumbai,Mumbai Police Station,Assault,Physical Assault,High,20,Male,34,Male,Stick,Not Arrested,Closed,22.5398,76.7648,195340,Physical Assault reported in Mumbai.
CR202300789,2022-04-21,00:03,West Bengal,Kolkata,Kolkata Police Station,Missing Person,Missing Adult,Low,19,Male,21,Female,Knife,Not Arrested,Closed,14.0316,72.0275,90423,Missing Adult reported in Kolkata.
CR202300790,2022-01-23,22:18,Maharashtra,Nagpur,Nagpur Police Station,Kidnapping,Abduction,Medium,27,Male,18,Male,,Not Arrested,Chargesheet Filed,22.7269,72.7584,419894,Abduction reported in Nagpur.
CR202300791,2022-01-20,13:53,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Sexual Harassment,Harassment,Low,60,Female,57,Male,Knife,Not Arrested,Chargesheet Filed,17.8712,83.2152,399668,Harassment reported in Thiruvananthapuram.
CR202300792,2023-06-03,05:06,Bihar,Gaya,Gaya Police Station,Vandalism,Property Damage,Low,49,Female,48,Male,,Arrested,Chargesheet Filed,26.3279,77.9359,346368,Property Damage reported in Gaya.
CR202300793,2024-11-21,05:11,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Murder,Homicide,High,47,Male,40,Female,Knife,Arrested,Under Investigation,11.5837,95.8523,246875,Homicide reported in Thiruvananthapuram.
CR202300794,2024-12-02,19:05,Maharashtra,Pune,Pune Police Station,Assault,Physical Assault,Medium,35,Female,26,Female,Firearm,Not Arrested,Under Investigation,34.1415,87.9492,62986,Physical Assault reported in Pune.
CR202300795,2023-02-10,06:11,Odisha,Bhubaneswar,Bhubaneswar Police Station,Burglary,House Break-in,High,28,Male,28,Female,Knife,Arrested,Closed,11.1844,69.748,365838,House Break-in reported in Bhubaneswar.
CR202300796,2023-12-19,07:08,Madhya Pradesh,Indore,Indore Police Station,Drug Offence,Drug Possession,Medium,23,Male,22,Female,Firearm,Arrested,Under Investigation,15.0739,75.2333,299802,Drug Possession reported in Indore.
CR202300797,2022-03-06,12:01,Odisha,Cuttack,Cuttack Police Station,Drug Offence,Drug Possession,Low,22,Male,51,Female,,Not Arrested,Chargesheet Filed,8.6505,75.0212,98552,Drug Possession reported in Cuttack.
CR202300798,2024-05-21,21:51,Rajasthan,Jodhpur,Jodhpur Police Station,Missing Person,Missing Adult,Medium,29,Male,49,Male,Stick,Arrested,Closed,22.6135,88.2981,234191,Missing Adult reported in Jodhpur.
CR202300799,2023-11-07,11:14,Rajasthan,Jaipur,Jaipur Police Station,Drug Offence,Drug Possession,Medium,53,Female,28,Female,Firearm,Arrested,Closed,26.6857,69.6428,244544,Drug Possession reported in Jaipur.
CR202300800,2023-12-14,13:26,Karnataka,Mangaluru,Mangaluru Police Station,Burglary,House Break-in,High,29,Female,49,Male,Firearm,Arrested,Chargesheet Filed,20.9511,68.7731,443361,House Break-in reported in Mangaluru.
CR202300801,2023-12-25,12:57,Madhya Pradesh,Bhopal,Bhopal Police Station,Murder,Homicide,Low,48,Male,27,Female,Firearm,Not Arrested,Under Investigation,25.9294,72.3829,371986,Homicide reported in Bhopal.
CR202300802,2025-01-23,03:23,Karnataka,Mangaluru,Mangaluru Police Station,Assault,Physical Assault,Medium,62,Male,36,Female,Stick,Arrested,Under Investigation,15.0206,82.4456,222459,Physical Assault reported in Mangaluru.
CR202300803,2024-03-06,04:07,Madhya Pradesh,Bhopal,Bhopal Police Station,Burglary,House Break-in,High,40,Male,25,Male,,Arrested,Under Investigation,10.6401,72.1737,378624,House Break-in reported in Bhopal.
CR202300804,2023-12-12,18:51,Madhya Pradesh,Indore,Indore Police Station,Fraud,Online Fraud,Medium,48,Male,33,Male,Knife,Arrested,Closed,16.0731,82.024,82735,Online Fraud reported in Indore.
CR202300805,2022-10-27,11:41,Tamil Nadu,Coimbatore,Coimbatore Police Station,Kidnapping,Abduction,High,18,Male,26,Male,Knife,Arrested,Closed,15.3336,86.8943,59820,Abduction reported in Coimbatore.
CR202300806,2022-11-23,15:41,Haryana,Faridabad,Faridabad Police Station,Drug Offence,Drug Possession,Low,58,Female,34,Female,Stick,Arrested,Chargesheet Filed,25.2822,89.8756,280419,Drug Possession reported in Faridabad.
CR202300807,2025-01-26,09:23,Karnataka,Mangaluru,Mangaluru Police Station,Chain Snatching,Snatching,Medium,39,Female,55,Female,Firearm,Arrested,Closed,28.6462,78.9714,423782,Snatching reported in Mangaluru.
CR202300808,2023-03-11,11:02,Gujarat,Ahmedabad,Ahmedabad Police Station,Vandalism,Property Damage,Low,40,Female,25,Male,Knife,Arrested,Chargesheet Filed,33.2423,79.1852,397352,Property Damage reported in Ahmedabad.
CR202300809,2024-12-17,20:18,Bihar,Gaya,Gaya Police Station,Kidnapping,Abduction,Medium,29,Female,36,Male,Stick,Arrested,Chargesheet Filed,30.7156,89.4554,313192,Abduction reported in Gaya.
CR202300810,2025-06-03,17:38,Gujarat,Surat,Surat Police Station,Robbery,Armed Robbery,High,23,Female,29,Male,,Not Arrested,Closed,10.9824,90.0649,152664,Armed Robbery reported in Surat.
CR202300811,2022-12-09,08:17,Gujarat,Surat,Surat Police Station,Domestic Violence,Domestic Abuse,Medium,60,Female,60,Female,Stick,Not Arrested,Under Investigation,10.0456,70.1604,113401,Domestic Abuse reported in Surat.
CR202300812,2022-08-10,04:08,Maharashtra,Mumbai,Mumbai Police Station,Burglary,House Break-in,High,27,Female,58,Female,Stick,Not Arrested,Closed,26.108,86.5221,19452,House Break-in reported in Mumbai.
CR202300813,2023-10-26,17:52,Odisha,Bhubaneswar,Bhubaneswar Police Station,Burglary,House Break-in,High,46,Female,27,Female,Knife,Not Arrested,Chargesheet Filed,28.1548,94.9014,247371,House Break-in reported in Bhubaneswar.
CR202300814,2023-10-14,10:23,West Bengal,Siliguri,Siliguri Police Station,Drug Offence,Drug Possession,Low,51,Female,55,Male,Firearm,Arrested,Chargesheet Filed,12.0036,81.9155,464144,Drug Possession reported in Siliguri.
CR202300815,2024-11-01,04:39,Bihar,Gaya,Gaya Police Station,Fraud,Online Fraud,High,33,Female,20,Male,Knife,Arrested,Under Investigation,29.3538,85.6976,215581,Online Fraud reported in Gaya.
CR202300816,2024-10-03,01:04,Bihar,Patna,Patna Police Station,Robbery,Armed Robbery,Medium,45,Male,18,Female,Knife,Arrested,Under Investigation,10.7668,95.3758,222213,Armed Robbery reported in Patna.
CR202300817,2023-11-18,19:13,Karnataka,Bengaluru,Bengaluru Police Station,Theft,Vehicle Theft,Medium,30,Female,54,Male,Stick,Not Arrested,Chargesheet Filed,31.265,94.2942,33660,Vehicle Theft reported in Bengaluru.
CR202300818,2022-03-28,20:08,Maharashtra,Nagpur,Nagpur Police Station,Kidnapping,Abduction,High,31,Female,64,Female,,Arrested,Closed,29.4786,89.9026,256776,Abduction reported in Nagpur.
CR202300819,2022-10-28,23:45,Haryana,Faridabad,Faridabad Police Station,Fraud,Online Fraud,High,69,Female,29,Male,,Not Arrested,Under Investigation,20.4672,81.2429,227536,Online Fraud reported in Faridabad.
CR202300820,2022-08-11,10:17,Madhya Pradesh,Indore,Indore Police Station,Robbery,Armed Robbery,High,44,Male,45,Female,Firearm,Arrested,Closed,13.9121,79.6695,211416,Armed Robbery reported in Indore.
CR202300821,2022-01-10,04:22,Tamil Nadu,Madurai,Madurai Police Station,Drug Offence,Drug Possession,Medium,43,Male,45,Female,,Arrested,Chargesheet Filed,21.1532,72.4984,221299,Drug Possession reported in Madurai.
CR202300822,2024-01-20,10:28,Tamil Nadu,Coimbatore,Coimbatore Police Station,Missing Person,Missing Adult,High,47,Male,65,Male,Stick,Not Arrested,Closed,23.063,82.1417,262210,Missing Adult reported in Coimbatore.
CR202300823,2025-01-08,14:04,Madhya Pradesh,Indore,Indore Police Station,Burglary,House Break-in,Medium,65,Female,32,Female,Firearm,Not Arrested,Under Investigation,18.0273,74.401,161966,House Break-in reported in Indore.
CR202300824,2023-11-05,22:00,Maharashtra,Pune,Pune Police Station,Chain Snatching,Snatching,Medium,42,Female,45,Female,,Arrested,Under Investigation,10.1431,68.7015,434907,Snatching reported in Pune.
CR202300825,2024-12-21,22:03,Odisha,Cuttack,Cuttack Police Station,Vandalism,Property Damage,Medium,36,Male,24,Female,Stick,Not Arrested,Chargesheet Filed,13.8312,71.2373,390835,Property Damage reported in Cuttack.
CR202300826,2022-06-23,17:15,Rajasthan,Udaipur,Udaipur Police Station,Sexual Harassment,Harassment,Low,28,Male,63,Male,Stick,Not Arrested,Closed,16.6218,87.2539,464562,Harassment reported in Udaipur.
CR202300827,2022-05-06,10:32,Haryana,Gurugram,Gurugram Police Station,Burglary,House Break-in,Low,27,Male,34,Female,Firearm,Not Arrested,Closed,20.4615,90.6274,224844,House Break-in reported in Gurugram.
CR202300828,2022-06-27,17:22,Odisha,Bhubaneswar,Bhubaneswar Police Station,Sexual Harassment,Harassment,Medium,37,Female,64,Female,Firearm,Not Arrested,Closed,19.345,69.2111,119708,Harassment reported in Bhubaneswar.
CR202300829,2023-12-03,17:24,Delhi,New Delhi,New Delhi Police Station,Drug Offence,Drug Possession,High,31,Male,45,Female,Firearm,Arrested,Closed,30.5677,78.3925,3143,Drug Possession reported in New Delhi.
CR202300830,2024-10-16,19:43,Rajasthan,Jodhpur,Jodhpur Police Station,Domestic Violence,Domestic Abuse,High,58,Male,51,Female,,Arrested,Closed,9.1092,73.6422,421287,Domestic Abuse reported in Jodhpur.
CR202300831,2024-03-31,20:19,Kerala,Kochi,Kochi Police Station,Murder,Homicide,Medium,49,Female,18,Female,Firearm,Not Arrested,Chargesheet Filed,10.993,90.4163,220405,Homicide reported in Kochi.
CR202300832,2024-12-14,20:12,Bihar,Patna,Patna Police Station,Theft,Vehicle Theft,Low,47,Female,65,Female,Firearm,Arrested,Chargesheet Filed,30.3246,93.9153,240981,Vehicle Theft reported in Patna.
CR202300833,2024-05-29,05:21,Karnataka,Mysuru,Mysuru Police Station,Theft,Vehicle Theft,High,29,Female,54,Male,Firearm,Arrested,Under Investigation,15.1141,86.8101,69980,Vehicle Theft reported in Mysuru.
CR202300834,2022-11-27,05:24,Haryana,Faridabad,Faridabad Police Station,Fraud,Online Fraud,Medium,63,Female,48,Male,Firearm,Not Arrested,Closed,23.0981,89.5293,252693,Online Fraud reported in Faridabad.
CR202300835,2025-01-24,20:39,Karnataka,Mangaluru,Mangaluru Police Station,Chain Snatching,Snatching,Medium,40,Female,34,Male,,Arrested,Under Investigation,31.4396,88.4588,340175,Snatching reported in Mangaluru.
CR202300836,2023-07-31,08:11,Uttar Pradesh,Varanasi,Varanasi Police Station,Assault,Physical Assault,Medium,56,Male,28,Female,Firearm,Not Arrested,Under Investigation,17.0918,79.218,184055,Physical Assault reported in Varanasi.
CR202300837,2024-08-13,21:37,Kerala,Kochi,Kochi Police Station,Fraud,Online Fraud,Low,21,Male,53,Male,Knife,Not Arrested,Under Investigation,33.4826,89.8969,371770,Online Fraud reported in Kochi.
CR202300838,2025-02-04,10:41,Maharashtra,Pune,Pune Police Station,Sexual Harassment,Harassment,Low,34,Female,46,Male,Stick,Arrested,Closed,28.0501,84.7082,267034,Harassment reported in Pune.
CR202300839,2025-03-31,01:44,Odisha,Cuttack,Cuttack Police Station,Chain Snatching,Snatching,Low,18,Female,57,Female,Knife,Not Arrested,Closed,25.1511,89.8884,278257,Snatching reported in Cuttack.
CR202300840,2024-03-04,19:41,Tamil Nadu,Chennai,Chennai Police Station,Theft,Vehicle Theft,Medium,49,Female,21,Female,Knife,Not Arrested,Closed,11.3958,72.5016,243381,Vehicle Theft reported in Chennai.
CR202300841,2025-09-10,09:04,Punjab,Ludhiana,Ludhiana Police Station,Domestic Violence,Domestic Abuse,High,51,Male,59,Female,Firearm,Not Arrested,Closed,13.1611,93.6979,43276,Domestic Abuse reported in Ludhiana.
CR202300842,2023-07-19,06:09,Karnataka,Bengaluru,Bengaluru Police Station,Theft,Vehicle Theft,High,60,Female,41,Female,Firearm,Arrested,Chargesheet Filed,16.8963,91.8035,59446,Vehicle Theft reported in Bengaluru.
CR202300843,2023-05-13,21:48,Bihar,Patna,Patna Police Station,Chain Snatching,Snatching,Medium,59,Female,62,Female,Firearm,Not Arrested,Chargesheet Filed,16.6553,82.2745,350422,Snatching reported in Patna.
CR202300844,2024-08-18,08:18,Telangana,Warangal,Warangal Police Station,Assault,Physical Assault,Low,61,Male,39,Female,,Not Arrested,Closed,18.6011,68.6519,440592,Physical Assault reported in Warangal.
CR202300845,2022-06-27,19:27,Uttar Pradesh,Kanpur,Kanpur Police Station,Assault,Physical Assault,High,24,Male,43,Male,Knife,Not Arrested,Under Investigation,31.6295,85.9974,157520,Physical Assault reported in Kanpur.
CR202300846,2024-08-13,12:12,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Sexual Harassment,Harassment,Medium,24,Male,18,Male,,Arrested,Closed,12.7245,92.8325,409481,Harassment reported in Thiruvananthapuram.
CR202300847,2023-10-25,22:19,Karnataka,Mysuru,Mysuru Police Station,Cyber Crime,Phishing,Low,41,Female,46,Male,Stick,Arrested,Chargesheet Filed,9.9609,68.4612,336093,Phishing reported in Mysuru.
CR202300848,2023-01-14,12:27,Rajasthan,Udaipur,Udaipur Police Station,Drug Offence,Drug Possession,High,38,Female,62,Male,,Arrested,Under Investigation,28.0187,80.6202,133063,Drug Possession reported in Udaipur.
CR202300849,2022-01-29,12:35,Uttar Pradesh,Kanpur,Kanpur Police Station,Fraud,Online Fraud,Low,50,Female,46,Male,Firearm,Not Arrested,Under Investigation,33.7505,96.684,206717,Online Fraud reported in Kanpur.
CR202300850,2024-09-20,01:44,Karnataka,Mysuru,Mysuru Police Station,Kidnapping,Abduction,High,45,Male,26,Female,Firearm,Not Arrested,Closed,24.8557,76.5357,259832,Abduction reported in Mysuru.
CR202300851,2024-04-06,08:08,Punjab,Amritsar,Amritsar Police Station,Kidnapping,Abduction,Low,67,Female,18,Female,Firearm,Not Arrested,Closed,11.9133,73.7466,172623,Abduction reported in Amritsar.
CR202300852,2022-05-15,19:25,West Bengal,Kolkata,Kolkata Police Station,Missing Person,Missing Adult,Medium,18,Male,51,Female,Stick,Not Arrested,Under Investigation,23.2699,87.6097,411412,Missing Adult reported in Kolkata.
CR202300853,2025-10-24,02:25,Haryana,Faridabad,Faridabad Police Station,Theft,Vehicle Theft,Low,25,Male,18,Male,Stick,Not Arrested,Closed,25.5835,80.781,141009,Vehicle Theft reported in Faridabad.
CR202300854,2025-12-30,04:08,Odisha,Bhubaneswar,Bhubaneswar Police Station,Kidnapping,Abduction,Low,32,Male,50,Male,Firearm,Not Arrested,Closed,18.4446,82.002,177955,Abduction reported in Bhubaneswar.
CR202300855,2023-10-10,05:43,Punjab,Amritsar,Amritsar Police Station,Missing Person,Missing Adult,High,27,Female,40,Female,Stick,Arrested,Under Investigation,27.9915,69.1912,112525,Missing Adult reported in Amritsar.
CR202300856,2022-06-07,13:53,Haryana,Gurugram,Gurugram Police Station,Chain Snatching,Snatching,Low,43,Male,24,Female,Firearm,Not Arrested,Closed,23.9653,90.4419,368221,Snatching reported in Gurugram.
CR202300857,2022-09-23,21:11,Delhi,New Delhi,New Delhi Police Station,Fraud,Online Fraud,High,29,Female,21,Male,Knife,Arrested,Closed,17.6427,90.1756,79929,Online Fraud reported in New Delhi.
CR202300858,2022-05-05,10:35,Uttar Pradesh,Lucknow,Lucknow Police Station,Kidnapping,Abduction,Medium,19,Female,53,Male,Stick,Arrested,Closed,18.0825,79.5315,450342,Abduction reported in Lucknow.
CR202300859,2022-09-16,18:42,Gujarat,Surat,Surat Police Station,Robbery,Armed Robbery,Low,24,Male,48,Female,,Not Arrested,Under Investigation,24.5266,69.5075,163570,Armed Robbery reported in Surat.
CR202300860,2023-03-27,16:54,Haryana,Faridabad,Faridabad Police Station,Vandalism,Property Damage,High,51,Male,20,Male,Firearm,Not Arrested,Under Investigation,26.0338,74.0321,255949,Property Damage reported in Faridabad.
CR202300861,2024-04-29,14:55,Odisha,Cuttack,Cuttack Police Station,Missing Person,Missing Adult,Low,53,Male,30,Female,Stick,Not Arrested,Under Investigation,32.0903,68.6126,209528,Missing Adult reported in Cuttack.
CR202300862,2023-02-25,06:20,Telangana,Warangal,Warangal Police Station,Domestic Violence,Domestic Abuse,Medium,66,Male,42,Female,Stick,Not Arrested,Closed,30.1594,87.6007,75574,Domestic Abuse reported in Warangal.
CR202300863,2024-07-08,05:51,Haryana,Faridabad,Faridabad Police Station,Theft,Vehicle Theft,High,33,Male,43,Female,Knife,Not Arrested,Chargesheet Filed,22.0396,89.4458,163386,Vehicle Theft reported in Faridabad.
CR202300864,2022-11-04,13:52,Haryana,Gurugram,Gurugram Police Station,Domestic Violence,Domestic Abuse,Medium,34,Male,64,Male,Knife,Arrested,Chargesheet Filed,30.1873,72.9194,110494,Domestic Abuse reported in Gurugram.
CR202300865,2023-01-03,20:22,Odisha,Bhubaneswar,Bhubaneswar Police Station,Murder,Homicide,Medium,43,Female,30,Male,Stick,Arrested,Chargesheet Filed,10.9816,72.0046,209739,Homicide reported in Bhubaneswar.
CR202300866,2023-07-05,03:46,Madhya Pradesh,Indore,Indore Police Station,Drug Offence,Drug Possession,Medium,22,Female,51,Female,Knife,Not Arrested,Closed,24.2333,71.7758,451817,Drug Possession reported in Indore.
CR202300867,2023-06-10,06:47,Telangana,Hyderabad,Hyderabad Police Station,Theft,Vehicle Theft,Low,54,Male,45,Female,,Arrested,Under Investigation,18.5247,68.6754,359497,Vehicle Theft reported in Hyderabad.
CR202300868,2023-12-22,04:55,Haryana,Gurugram,Gurugram Police Station,Drug Offence,Drug Possession,High,49,Female,56,Female,Knife,Arrested,Under Investigation,30.6848,83.3177,105497,Drug Possession reported in Gurugram.
CR202300869,2025-01-26,04:23,Madhya Pradesh,Indore,Indore Police Station,Murder,Homicide,High,35,Male,56,Male,Stick,Arrested,Closed,17.5829,78.3355,296318,Homicide reported in Indore.
CR202300870,2022-02-05,01:34,Gujarat,Vadodara,Vadodara Police Station,Kidnapping,Abduction,High,49,Male,35,Female,Stick,Arrested,Closed,15.8637,82.4101,177205,Abduction reported in Vadodara.
CR202300871,2025-04-26,05:37,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Theft,Vehicle Theft,Low,18,Male,36,Male,Stick,Not Arrested,Closed,24.5219,70.3216,498585,Vehicle Theft reported in Thiruvananthapuram.
CR202300872,2023-10-29,04:39,Odisha,Bhubaneswar,Bhubaneswar Police Station,Cyber Crime,Phishing,Medium,38,Female,41,Female,Firearm,Arrested,Chargesheet Filed,15.6928,82.0633,301250,Phishing reported in Bhubaneswar.
CR202300873,2025-05-31,04:47,Kerala,Kochi,Kochi Police Station,Chain Snatching,Snatching,Low,35,Female,22,Female,,Arrested,Chargesheet Filed,24.539,85.6975,393072,Snatching reported in Kochi.
CR202300874,2022-10-09,10:34,Bihar,Patna,Patna Police Station,Kidnapping,Abduction,Low,55,Female,18,Female,,Not Arrested,Under Investigation,31.9614,88.0498,58506,Abduction reported in Patna.
CR202300875,2022-12-21,08:51,Punjab,Amritsar,Amritsar Police Station,Drug Offence,Drug Possession,Medium,70,Female,31,Male,Firearm,Arrested,Under Investigation,13.148,69.8801,221047,Drug Possession reported in Amritsar.
